"Facility Name","Facility ID",State,"Measure Name","Number of Discharges",Footnote,"Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.0251,4.7182,4.6027,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-HF-HRRP,745,,1.0378,19.3729,18.6664,147,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-COPD-HRRP,127,,1.0635,17.7150,16.6577,27,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-PN-HRRP,689,,1.0559,15.2990,14.4884,109,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-CABG-HRRP,139,,1.1982,10.3798,8.6628,19,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER",030087,AZ,READM-30-AMI-HRRP,287,,1.0043,12.1212,12.0699,35,07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-PN-HRRP,821,,0.9228,14.5362,15.7516,114,07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-HF-HRRP,361,,0.9907,19.3019,19.4840,69,07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-COPD-HRRP,152,,0.9019,15.4470,17.1263,16,07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.0390,6.5483,6.3025,"Too Few to Report",07/01/2021,06/30/2024
"BANNER BAYWOOD MEDICAL CENTER",030088,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-COPD-HRRP,121,,1.0189,17.8763,17.5455,23,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-PN-HRRP,578,,1.0071,16.6993,16.5822,97,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-HF-HRRP,392,,0.9232,19.0878,20.6765,69,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-AMI-HRRP,148,,1.0136,13.7237,13.5399,21,07/01/2021,06/30/2024
"BANNER THUNDERBIRD MEDICAL CENTER",030089,AZ,READM-30-CABG-HRRP,N/A,,0.9526,10.2034,10.7110,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.2114,6.3195,5.2166,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-HF-HRRP,349,,1.0534,20.4076,19.3740,75,07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-COPD-HRRP,89,,1.0243,17.1545,16.7472,17,07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-AMI-HRRP,158,,1.0147,12.1937,12.0165,20,07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-PN-HRRP,385,,0.9732,15.2766,15.6973,57,07/01/2021,06/30/2024
"HONORHEALTH DEER VALLEY MEDICAL CENTER",030092,AZ,READM-30-CABG-HRRP,N/A,,1.1604,10.5257,9.0704,"Too Few to Report",07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-HIP-KNEE-HRRP,N/A,,0.8558,5.8608,6.8483,"Too Few to Report",07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-COPD-HRRP,223,,1.0316,18.2539,17.6951,43,07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-HF-HRRP,740,,0.9646,19.0011,19.6981,138,07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-PN-HRRP,1054,,1.0877,17.0138,15.6417,185,07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-AMI-HRRP,277,,0.9993,11.9268,11.9357,33,07/01/2021,06/30/2024
"BANNER DEL E. WEBB MEDICAL CENTER",030093,AZ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-HIP-KNEE-HRRP,N/A,,0.9477,4.3324,4.5717,"Too Few to Report",07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-HF-HRRP,423,,1.0098,19.4552,19.2664,83,07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-COPD-HRRP,60,,1.0175,16.2670,15.9867,11,07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-AMI-HRRP,339,,1.0280,13.1590,12.8011,46,07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-CABG-HRRP,150,,1.0222,10.2899,10.0663,16,07/01/2021,06/30/2024
"ABRAZO ARROWHEAD HOSPITAL",030094,AZ,READM-30-PN-HRRP,322,,0.9792,15.6537,15.9863,49,07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-HF-HRRP,183,,0.9718,19.7227,20.2952,34,07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-HIP-KNEE-HRRP,N/A,,0.9317,4.0760,4.3749,"Too Few to Report",07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-COPD-HRRP,103,,1.0444,17.3301,16.5935,21,07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-AMI-HRRP,157,,0.9899,11.7853,11.9052,18,07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTERN ARIZONA REGIONAL MEDICAL CENTER",030101,AZ,READM-30-PN-HRRP,180,,0.9604,14.8175,15.4277,24,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-HF-HRRP,986,,0.9190,18.8761,20.5391,180,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-HIP-KNEE-HRRP,157,,1.1520,6.6020,5.7311,12,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-COPD-HRRP,145,,0.9170,17.5071,19.0915,19,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-PN-HRRP,1085,,0.9254,15.5037,16.7533,163,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-CABG-HRRP,91,,1.0827,10.9369,10.1015,12,07/01/2021,06/30/2024
"MAYO CLINIC HOSPITAL",030103,AZ,READM-30-AMI-HRRP,253,,1.0191,13.4536,13.2018,35,07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-HF-HRRP,429,,0.9019,16.3698,18.1493,63,07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-PN-HRRP,N/A,,0.9771,15.6283,15.9954,"Too Few to Report",07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-AMI-HRRP,423,,0.9856,11.0436,11.2047,46,07/01/2021,06/30/2024
"BANNER HEART HOSPITAL",030105,AZ,READM-30-CABG-HRRP,190,,1.1004,10.8029,9.8176,23,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-HIP-KNEE-HRRP,705,,0.7975,3.4799,4.3633,22,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA SPINE AND JOINT HOSPITAL",030107,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.0051,4.7365,4.7123,"Too Few to Report",07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"THE CORE INSTITUTE SPECIALTY HOSP",030108,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-HF-HRRP,192,,0.9599,19.2448,20.0488,34,07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-COPD-HRRP,N/A,,0.9767,15.3546,15.7206,"Too Few to Report",07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-PN-HRRP,319,,1.0396,15.8074,15.2057,53,07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-AMI-HRRP,148,,1.0025,11.4018,11.3729,17,07/01/2021,06/30/2024
"ABRAZO WEST CAMPUS",030110,AZ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-PN-HRRP,123,,0.9679,16.4327,16.9777,18,07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-HF-HRRP,81,,0.9937,20.3223,20.4503,16,07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-AMI-HRRP,N/A,,1.0419,18.3790,17.6403,"Too Few to Report",07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS",030111,AZ,READM-30-COPD-HRRP,N/A,,0.9924,21.7117,21.8770,"Too Few to Report",07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-HIP-KNEE-HRRP,261,,1.2591,5.1310,4.0750,16,07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL",030112,AZ,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-PN-HRRP,N/A,,0.9690,8.8519,9.1348,"Too Few to Report",07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WHITERIVER PHS INDIAN HOSPITAL",030113,AZ,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-HIP-KNEE-HRRP,N/A,,0.7985,4.0580,5.0818,"Too Few to Report",07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-HF-HRRP,315,,0.9694,16.8816,17.4149,51,07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-AMI-HRRP,N/A,,1.0231,10.6788,10.4380,"Too Few to Report",07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-PN-HRRP,349,,0.9838,12.6191,12.8266,43,07/01/2021,06/30/2024
"ORO VALLEY HOSPITAL",030114,AZ,READM-30-COPD-HRRP,N/A,,0.9355,13.8375,14.7920,"Too Few to Report",07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-HF-HRRP,303,,1.0283,20.4477,19.8841,64,07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-COPD-HRRP,72,,1.0232,17.1642,16.7755,14,07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-PN-HRRP,304,,1.0038,16.3630,16.3007,50,07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-CABG-HRRP,N/A,,1.0156,10.3821,10.2227,"Too Few to Report",07/01/2021,06/30/2024
"BANNER ESTRELLA MEDICAL CENTER",030115,AZ,READM-30-AMI-HRRP,N/A,,0.9489,12.0963,12.7474,"Too Few to Report",07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-HF-HRRP,N/A,,0.9768,16.2850,16.6718,"Too Few to Report",07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-COPD-HRRP,N/A,,1.0003,14.2215,14.2169,"Too Few to Report",07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-PN-HRRP,N/A,,0.9673,13.1533,13.5982,"Too Few to Report",07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"VALLEY VIEW MEDICAL CENTER",030117,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-PN-HRRP,502,,0.9960,15.7909,15.8550,79,07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-HIP-KNEE-HRRP,N/A,,0.9824,5.8575,5.9625,"Too Few to Report",07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-HF-HRRP,459,,1.0685,21.5966,20.2116,104,07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-AMI-HRRP,146,,1.0629,14.9451,14.0603,25,07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-COPD-HRRP,152,,0.9860,18.4552,18.7181,27,07/01/2021,06/30/2024
"MERCY GILBERT MEDICAL CENTER",030119,AZ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.1183,5.2590,4.7028,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-PN-HRRP,184,,0.9697,13.5822,14.0064,23,07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-HF-HRRP,138,,0.9483,16.4557,17.3534,19,07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-COPD-HRRP,N/A,,0.9876,16.8499,17.0622,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-AMI-HRRP,N/A,,0.9137,10.5216,11.5154,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER",030121,AZ,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-HF-HRRP,106,,0.9986,18.9607,18.9865,20,07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-COPD-HRRP,N/A,,1.0243,15.4022,15.0372,"Too Few to Report",07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-PN-HRRP,380,,0.9665,16.6653,17.2423,61,07/01/2021,06/30/2024
"BANNER GATEWAY MEDICAL CENTER",030122,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-HIP-KNEE-HRRP,250,,1.1533,6.1436,5.3268,17,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-HF-HRRP,405,,0.9880,17.9894,18.2078,72,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-COPD-HRRP,N/A,,0.9779,16.1007,16.4640,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-AMI-HRRP,122,,1.0471,11.2610,10.7548,16,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-PN-HRRP,379,,1.0306,15.0413,14.5946,59,07/01/2021,06/30/2024
"HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR",030123,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-PN-HRRP,245,,1.0082,15.2896,15.1657,38,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-HF-HRRP,89,,0.9555,19.4394,20.3440,14,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-COPD-HRRP,41,,1.0849,19.4761,17.9519,14,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER IRONWOOD MEDICAL CENTER",030130,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-HF-HRRP,N/A,,1.0135,16.4092,16.1900,"Too Few to Report",07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"BANNER GOLDFIELD MEDICAL CENTER",030134,AZ,READM-30-PN-HRRP,100,,0.9760,13.5669,13.9010,12,07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-HF-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-PN-HRRP,N/A,,0.9795,12.3684,12.6278,"Too Few to Report",07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL",030136,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"CITY OF HOPE CANCER CENTER PHOENIX",030138,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-PN-HRRP,139,,0.9484,11.7610,12.4013,13,07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-HF-HRRP,N/A,,0.9899,17.5429,17.7220,"Too Few to Report",07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-COPD-HRRP,N/A,,1.0056,13.5734,13.4974,"Too Few to Report",07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"DIGNITY HEALTH ARIZONA GENERAL HOSPITAL",030139,AZ,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"HONORHEALTH SONORAN CROSSING MEDICAL CENTER",030146,AZ,READM-30-HIP-KNEE-HRRP,N/A,,1.0631,5.1160,4.8122,"Too Few to Report",07/01/2021,06/30/2024
"HONORHEALTH SONORAN CROSSING MEDICAL CENTER",030146,AZ,READM-30-PN-HRRP,155,,1.0620,14.8581,13.9900,27,07/01/2021,06/30/2024
"HONORHEALTH SONORAN CROSSING MEDICAL CENTER",030146,AZ,READM-30-HF-HRRP,97,,1.1137,19.8981,17.8665,27,07/01/2021,06/30/2024
